Company ID;Company Name;Industry (ICB);Region;Year;PE Firm;PE/VC;URL of the Transaction;Description
4112;Sapient Energy/ Sapient Industries;Energy Management;United States;;;;;Developer of a plug load management and analytics system designed to modernize a building's electrical infrastructure. The company's system uses machine learning to optimize floor space, identify unused equipment, automate efficient energy consumption, improve safety, and reduce environmental impact, enabling clients to reduce the cost of their annual electrical power consumption.
9666;Saprogal/Núter Feed;Other Consumer Non- Durables;Spain;;HIG Capital;;https://higcapital.com/news/release/an-affiliate-of--h.i.g.-europe-completes-new-equity-investment-in-nuacuteter--a-leading-spanish-animal-feed-and-nutrition-company;Manufacturer of animal feed and pet foods intended to serve the farmed animals like ruminants, poultry, pigs and rabbits. The company's animal feed and pet foods are based on cereals such as corn, wheat or barley and are complemented with other energy sources such as fiber or minerals which enables to provide a natural, healthy and safe diet to the animals.
41638;Saprogal, S.A.;Other Consumer Non- Durables;Spain;;HIG Capital;;https://higcapital.com/news/release/an-affiliate-of--h.i.g.-europe-completes-new-equity-investment-in-nuacuteter--a-leading-spanish-animal-feed-and-nutrition-company;Manufacturer of animal feed and pet foods intended to serve the farmed animals like ruminants, poultry, pigs and rabbits. The company's animal feed and pet foods are based on cereals such as corn, wheat or barley and are complemented with other energy sources such as fiber or minerals which enables to provide a natural, healthy and safe diet to the animals.
2613;Sara Lee  Meats Europe;Food and Beverages;;2006;Smithfield;;https://www.foodnavigator.com/Article/2006/06/28/Smithfield-buys-Sara-Lee-s-European-meats-arm;Producer of processed meat in Europe. The company offers mainly pork-based packaged meat products, such as sausage, ham and related products, including ready meals and charcuterie.
44013;Saratoga Resources Inc;Energy Exploration;United States;;;;https://www.bizjournals.com/houston/news/2016/11/03/houston-energy-co-emerges-from-bankruptcy-after.html;Saratoga Resources Inc is active in the energy sector. It is an independent oil and natural gas company engaged in the production, development, acquisition, and exploitation of crude oil and natural gas properties. Its properties consist of approximately 50,000 acres under leases in the transitional coastline in protected in-bay environments on parish and state leases in south Louisiana.
52007;Sarens;Logistics;Belgium;2011;Waterland Private Equity;;https://mergr.com/waterland-private-equity-invests-in-sarens-nv;Provider of heavy lifting and engineered transport services based in Wolvertem, Belgium. The company offers giant cranes, hydraulic cranes, lattice boom cranes, trailers and transport management as well as technical expertise and maintenance services in assembly, disassembly, maintenance and shutdowns of factory installations and industrial equipment services.
21562;SARK / Cutty Sark;;UK;2019;La Martiniquaise;;https://www.la-martiniquaise.com/en/la-martiniquaise-bardinet-acquires-the-iconic-cutty-sark-scotch-whisky-brand/;A brand of whisky. The asset is a blended scotch whisky brand known as Cutty Sark in United Kingdom.
21562;SARK / SARK Infotech;;India;2010;Emtec;;https://www.emtecinc.com/resources/news/emtec-acquires-software-consulting-company-sark-nfotech/;Provider of software consulting services based in Mumbai, India. The company specializes in open-source software, embedded application, Microsoft technology solutions and NPU software, thereby enabling banking, logistics and pharmaceutical industry with needed software support.
47055;SARquavitae;;Spain;2016;DomusVi;;https://www.globenewswire.com/news-release/2016/10/24/1606608/0/en/HomeVi-S-A-S-announces-definitive-agreement-to-acquire-Spanish-elderly-care-group-SARquavitae.html;Operator of health and disability care centers in Spain. The company provides elderly care services, acuity residential facilities, disability centers and home care services for the elderly and patients with various mental disabilities. It has 18 hospitals and day centers, as well as 16 assisted living homes.
22409;SAS;Chemical;Spain;2021;Stirling Square Capital Partners;;https://www.privateequitywire.co.uk/2021/07/08/303117/stirling-square-capital-acquires-sas;SAS is a developer and producer of biostimulants, soil and water improvers, defence activators, and specialty plant nutrition solutions for the agricultural sector. SAS was founded in 1989 and is based in Lleida, Spain.
51654;SAS Benda Bili (Sezane);Clothing;France;2018;General Atlantic;;https://www.theindustry.fashion/general-atlantic-invests-in-french-online-brand-sezane/;Manufacturer of clothes and accessories designed to improve quality and creativity. The company offers a full range of ready-to-wear dresses, footwear and accessories, as well as other lifestyle products, which are built using quality fabrics, enabling customers to get premium clothing at competitive prices.
5057;SAS Holding;;;;;;;SAS Holdings group of companies offers array of services including Freight Logistics, Total Project Cargo Management, Shipping Agency, Investments, Trading and Distribution and IT solutions.
43316;Sasseur Cayman Holdings Limited;;;2018;L Catterton;;https://www.businesstimes.com.sg/companies-markets/sasseur-reit-loses-pe-firm-l%C2%A0catterton-asia-as-substantial-unitholder;"The Sponsor, Sasseur Cayman Holding Limited, and its subsidiaries (collectively the ""Sponsor""), is one of the premium outlet mall groups in the People's Republic of China (PRC), focused on the development and operation of retail outlet malls in the PRC."
24977;Sateco;Manufacturing;France;2016;Naxicap Partners;;https://www.omnescapital.com/en/press_release/omnes-capital-sells-its-stakes-in-the-sateco-group-to-naxicap-partners/;Manufacturer of metal formworks and safety platforms intended to serve mid-sized businesses and large construction companies. The company designs and manufactures metal formworks and safety platforms, which are sold to clients primarily in the construction industry. It also offers complementary services such as equipment rental, maintenance, technical support and training.
8631;SATI - Sociedad Anonima Tejidos / Sati Grupo;;;;;;;Manufacturer of home textiles. The company engages in the production of textile fabrics for the purpose of home furnishings.
14153;SIA Groupe;Consumer Goods;France;2009;Vermeer Capital Partners SAS;;https://capitalfinance.lesechos.fr/deals/retournement/vermeer-capital-partners-se-porte-au-secours-de-sia-aux-cotes-dik-119626;SIA produces a wide range of products such as artificial plants and flowers, vases, table decorations, furniture, lamps, bed and table linen, candles and candlesticks, home fragrances, kitchen accessories and a range of bathroom products. SIA Groupe was founded in 1963 and is based in Le Pré-Saint-Gervais, France.
28913;Sato;;Spain;1991;Corpfin Capital;;https://www.corpfincapital.com/en/investments/sato/;Sato was a construction company specialized in the construction of ports and maritime infrastructures, in which it had an excellent reputation. It also developed its activity in other fields of public engineering works.
